j5	j3	count	startpos	productsize	JS	deletion size	chorm	type	name	start	end	evtype	evrelorf	evsize	startpos_byfusion
3415	23658	10	106	9	3415 - 23658	20243						frameshift-fusion-orf	ORF1a-S	"(1050.0, 1059)"	
3067	19867	10	106	9	3067 - 19867	16800						frameshift-fusion-orf	ORF1a-ORF1b	"(934.0, 935)"	
4964	28389	10	106	9	4964 - 28389	23425						frameshift-fusion-orf	ORF1a-N	"(1566.3333333333333, 1628)"	
16833	27434	10	106	9	16833 - 27434	10601						frameshift-fusion-orf	ORF1b-ORF7a	"(1122.0, 1123)"	
278	5617	10	106	9	278 - 5617	5339						frameshift-fusion-orf	ORF1a-ORF1a	"(4.333333333333333, 10)"	
14280	28719	10	106	9	14280 - 28719	14439						frameshift-fusion-orf	ORF1b-N	"(271.0, 274)"	
16833	29013	10	106	9	16833 - 29013	12180						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1122)"	
16833	29007	10	106	9	16833 - 29007	12174						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1124)"	
14284	19438	10	106	9	14284 - 19438	5154						in-frame-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 704.6666666666666)"	
275	24579	10	106	9	275 - 24579	24304						frameshift-fusion-orf	ORF1a-S	"(3.3333333333333335, 5)"	
16833	28498	10	106	9	16833 - 28498	11665						in-frame-fusion-orf	ORF1b-N	"(1122.0, 345.0)"	
14525	19871	10	106	9	14525 - 19871	5346						in-frame-fusion-orf	ORF1b-ORF1b	"(352.6666666666667, 560.3333333333334)"	
16833	28320	10	106	9	16833 - 28320	11487						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1132)"	
2185	24715	10	106	9	2185 - 24715	22530						in-frame-fusion-orf	ORF1a-S	"(640.0, 223.0)"	
2506	21641	10	106	9	2506 - 21641	19135						frameshift-fusion-orf	ORF1a-S	"(747.0, 820)"	
2504	11704	10	106	9	2504 - 11704	9200						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 753)"	
2186	17426	10	106	9	2186 - 17426	15240						frameshift-fusion-orf	ORF1a-ORF1b	"(640.3333333333334, 655)"	
14459	21766	10	106	9	14459 - 21766	7307						frameshift-fusion-orf	ORF1b-S	"(330.6666666666667, 362)"	
16833	27736	10	106	9	16833 - 27736	10903						frameshift-fusion-orf	ORF1b-ORF7a	"(1122.0, 1130)"	
14280	27967	10	106	9	14280 - 27967	13687						frameshift-fusion-orf	ORF1b-ORF8	"(271.0, 279)"	
2504	23280	10	106	9	2504 - 23280	20776						frameshift-fusion-orf	ORF1a-S	"(746.3333333333334, 771)"	
6539	14678	10	106	9	6539 - 14678	8139						frameshift-fusion-orf	ORF1a-ORF1b	"(2091.3333333333335, 2115)"	
4964	24498	10	106	9	4964 - 24498	19534						frameshift-fusion-orf	ORF1a-S	"(1566.3333333333333, 1583)"	
6134	21422	10	106	9	6134 - 21422	15288						frameshift-fusion-orf	ORF1a-ORF1b	"(1956.3333333333333, 1963)"	
19415	25509	10	106	9	19415 - 25509	6094						frameshift-fusion-orf	ORF1b-ORF3a	"(1982.6666666666667, 2006)"	
17675	29345	10	106	9	17675 - 29345	11670						frameshift-fusion-orf	ORF1b-N	"(1402.6666666666667, 1413)"	
16749	27940	10	106	9	16749 - 27940	11191						frameshift-fusion-orf	ORF1b-ORF8	"(1094.0, 1098)"	
2504	27110	10	106	9	2504 - 27110	24606						frameshift-fusion-orf	ORF1a-M	"(746.3333333333334, 754)"	
9245	28368	10	106	9	9245 - 28368	19123						frameshift-fusion-orf	ORF1a-N	"(2993.3333333333335, 3062)"	
2504	26195	10	106	9	2504 - 26195	23691						frameshift-fusion-orf	ORF1a-ORF3a	"(746.3333333333334, 774)"	
12334	24533	10	106	9	12334 - 24533	12199						frameshift-fusion-orf	ORF1a-S	"(4023.0, 4028)"	
12566	28781	10	106	9	12566 - 28781	16215						in-frame-fusion-orf	ORF1a-N	"(4100.333333333333, 250.66666666666666)"	
3073	11866	10	106	9	3073 - 11866	8793						in-frame-fusion-orf	ORF1a-ORF1a	"(936.0, 533.6666666666666)"	
12333	28370	10	106	9	12333 - 28370	16037						frameshift-fusion-orf	ORF1a-N	"(4022.6666666666665, 4037)"	
3476	11966	10	106	9	3476 - 11966	8490						in-frame-fusion-orf	ORF1a-ORF1a	"(1070.3333333333333, 500.3333333333333)"	
813	15388	10	106	9	813 - 15388	14575						frameshift-fusion-orf	ORF1a-ORF1b	"(182.66666666666666, 186)"	
8856	24498	10	106	9	8856 - 24498	15642						in-frame-fusion-orf	ORF1a-S	"(2863.6666666666665, 295.3333333333333)"	
813	27149	10	106	9	813 - 27149	26336						frameshift-fusion-orf	ORF1a-M	"(182.66666666666666, 197)"	
813	26060	10	106	9	813 - 26060	25247						in-frame-fusion-orf	ORF1a-ORF3a	"(182.66666666666666, 53.333333333333336)"	
813	24784	10	106	9	813 - 24784	23971						frameshift-fusion-orf	ORF1a-S	"(182.66666666666666, 212)"	
813	19536	10	106	9	813 - 19536	18723						frameshift-fusion-orf	ORF1a-ORF1b	"(182.66666666666666, 183)"	
813	8510	10	106	9	813 - 8510	7697						frameshift-fusion-orf	ORF1a-ORF1a	"(182.66666666666666, 185)"	
813	6187	10	106	9	813 - 6187	5374						frameshift-fusion-orf	ORF1a-ORF1a	"(182.66666666666666, 236)"	
658	23200	10	106	9	658 - 23200	22542						in-frame-fusion-orf	ORF1a-S	"(131.0, 728.0)"	
657	16566	10	106	9	657 - 16566	15909						frameshift-fusion-orf	ORF1a-ORF1b	"(130.66666666666666, 142)"	
282	7113	10	106	9	282 - 7113	6831						in-frame-fusion-orf	ORF1a-ORF1a	"(5.666666666666667, 2118.0)"	
278	16280	10	106	9	278 - 16280	16002						frameshift-fusion-orf	ORF1a-ORF1b	"(4.333333333333333, 30)"	
275	13354	10	106	9	275 - 13354	13079						frameshift-fusion-orf	ORF1a-ORF1a	"(3.3333333333333335, 5)"	
274	29536	10	106	9	274 - 29536	29262						C-term-trunc-and-extension-by-UTR	ORF1a	"(3.0, 48)"	
2504	12406	10	106	9	2504 - 12406	9902						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 776)"	
2504	13629	10	106	9	2504 - 13629	11125						frameshift-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 749)"	
2504	13667	10	106	9	2504 - 13667	11163						frameshift-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 776)"	
14283	28890	10	106	9	14283 - 28890	14607						frameshift-fusion-orf	ORF1b-N	"(272.0, 274)"	
813	27393	10	106	9	813 - 27393	26580						frameshift-fusion-orf	ORF1a-ORF7a	"(182.66666666666666, 183)"	
955	15525	10	106	9	955 - 15525	14570						in-frame-fusion-orf	ORF1a-ORF1b	"(230.0, 2009.0)"	
1139	27112	10	106	9	1139 - 27112	25973						frameshift-fusion-orf	ORF1a-M	"(291.3333333333333, 300)"	
2297	10449	10	106	9	2297 - 10449	8152						frameshift-fusion-orf	ORF1a-ORF1a	"(677.3333333333334, 697)"	
2287	29466	10	106	9	2287 - 29466	27179						frameshift-fusion-orf	ORF1a-N	"(674.0, 677)"	
2286	23678	10	106	9	2286 - 23678	21392						frameshift-fusion-orf	ORF1a-S	"(673.6666666666666, 676)"	
2286	23030	10	106	9	2286 - 23030	20744						frameshift-fusion-orf	ORF1a-S	"(673.6666666666666, 684)"	
2189	12876	10	106	9	2189 - 12876	10687						frameshift-fusion-orf	ORF1a-ORF1a	"(641.3333333333334, 662)"	
2186	17146	10	106	9	2186 - 17146	14960						in-frame-fusion-orf	ORF1a-ORF1b	"(640.3333333333334, 1468.6666666666667)"	
2185	27526	10	106	9	2185 - 27526	25341						frameshift-fusion-orf	ORF1a-ORF7a	"(640.0, 644)"	
2185	14978	10	106	9	2185 - 14978	12793						frameshift-fusion-orf	ORF1a-ORF1b	"(640.0, 643)"	
2174	17143	10	106	9	2174 - 17143	14969						in-frame-fusion-orf	ORF1a-ORF1b	"(636.3333333333334, 1469.6666666666667)"	
1848	15496	10	106	9	1848 - 15496	13648						frameshift-fusion-orf	ORF1a-ORF1b	"(527.6666666666666, 532)"	
1847	12144	10	106	9	1847 - 12144	10297						frameshift-fusion-orf	ORF1a-ORF1a	"(527.3333333333334, 547)"	
1821	18469	10	106	9	1821 - 18469	16648						frameshift-fusion-orf	ORF1a-ORF1b	"(518.6666666666666, 521)"	
1149	7872	10	106	9	1149 - 7872	6723						in-frame-fusion-orf	ORF1a-ORF1a	"(294.6666666666667, 1865.0)"	
1814	8509	10	106	9	1814 - 8509	6695						frameshift-fusion-orf	ORF1a-ORF1a	"(516.3333333333334, 519)"	
1645	12516	10	106	9	1645 - 12516	10871						frameshift-fusion-orf	ORF1a-ORF1a	"(460.0, 460)"	
1641	15690	10	106	9	1641 - 15690	14049						frameshift-fusion-orf	ORF1a-ORF1b	"(458.6666666666667, 463)"	
1599	24533	10	106	9	1599 - 24533	22934						frameshift-fusion-orf	ORF1a-S	"(444.6666666666667, 447)"	
1599	17049	10	106	9	1599 - 17049	15450						frameshift-fusion-orf	ORF1a-ORF1b	"(444.6666666666667, 468)"	
1599	9950	10	106	9	1599 - 9950	8351						frameshift-fusion-orf	ORF1a-ORF1a	"(444.6666666666667, 455)"	
1598	9148	10	106	9	1598 - 9148	7550						frameshift-fusion-orf	ORF1a-ORF1a	"(444.3333333333333, 448)"	
1335	15714	10	106	9	1335 - 15714	14379						frameshift-fusion-orf	ORF1a-ORF1b	"(356.6666666666667, 373)"	
13133	22995	10	106	9	13133 - 22995	9862						frameshift-fusion-orf	ORF1a-S	"(4289.333333333333, 4321)"	
8137	28371	10	106	9	8137 - 28371	20234						frameshift-fusion-orf	ORF1a-N	"(2624.0, 2638)"	
5930	11287	10	106	9	5930 - 11287	5357						frameshift-fusion-orf	ORF1a-ORF1a	"(1888.3333333333333, 1891)"	
2504	18788	10	106	9	2504 - 18788	16284						frameshift-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 765)"	
21362	29459	10	106	9	21362 - 29459	8097						frameshift-fusion-orf	ORF1b-N	"(2631.6666666666665, 2637)"	
16833	28391	10	106	9	16833 - 28391	11558						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1183)"	
16833	28310	10	106	9	16833 - 28310	11477						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1210)"	
16833	27944	10	106	9	16833 - 27944	11111						in-frame-fusion-orf	ORF1b-ORF8	"(1122.0, 105.0)"	
16833	26873	10	106	9	16833 - 26873	10040						in-frame-fusion-orf	ORF1b-M	"(1122.0, 106.0)"	
16833	26238	10	106	9	16833 - 26238	9405						mid-utr-inserted-fusion	ORF1b-E	"(1122.0, 2.0)"	
16833	26191	10	106	9	16833 - 26191	9358						frameshift-fusion-orf	ORF1b-ORF3a	"(1122.0, 1151)"	
16833	24731	10	106	9	16833 - 24731	7898						frameshift-fusion-orf	ORF1b-S	"(1122.0, 1125)"	
16833	23615	10	106	9	16833 - 23615	6782						frameshift-fusion-orf	ORF1b-S	"(1122.0, 1124)"	
16833	23555	10	106	9	16833 - 23555	6722						frameshift-fusion-orf	ORF1b-S	"(1122.0, 1144)"	
16443	28948	10	106	9	16443 - 28948	12505						in-frame-fusion-orf	ORF1b-N	"(992.0, 195.0)"	
15925	23533	10	106	9	15925 - 23533	7608						frameshift-fusion-orf	ORF1b-S	"(819.3333333333334, 822)"	
14741	23555	10	106	9	14741 - 23555	8814						frameshift-fusion-orf	ORF1b-S	"(424.6666666666667, 432)"	
13627	23541	10	106	9	13627 - 23541	9914						frameshift-fusion-orf	ORF1b-S	"(53.333333333333336, 80)"	
7221	20051	10	106	9	7221 - 20051	12830						in-frame-fusion-orf	ORF1a-ORF1b	"(2318.6666666666665, 500.3333333333333)"	
3417	22726	10	106	9	3417 - 22726	19309						frameshift-fusion-orf	ORF1a-S	"(1050.6666666666667, 1063)"	
4296	29058	10	106	9	4296 - 29058	24762						in-frame-fusion-orf	ORF1a-N	"(1343.6666666666667, 158.33333333333334)"	
1821	8303	10	106	9	1821 - 8303	6482						frameshift-fusion-orf	ORF1a-ORF1a	"(518.6666666666666, 519)"	
4866	28851	10	106	9	4866 - 28851	23985						in-frame-fusion-orf	ORF1a-N	"(1533.6666666666667, 227.33333333333334)"	
4297	20891	10	106	9	4297 - 20891	16594						frameshift-fusion-orf	ORF1a-ORF1b	"(1344.0, 1366)"	
3200	8697	10	106	9	3200 - 8697	5497						frameshift-fusion-orf	ORF1a-ORF1a	"(978.3333333333334, 987)"	
3194	11977	10	106	9	3194 - 11977	8783						frameshift-fusion-orf	ORF1a-ORF1a	"(976.3333333333334, 977)"	
2534	29041	10	106	9	2534 - 29041	26507						frameshift-fusion-orf	ORF1a-N	"(756.3333333333334, 765)"	
2504	25033	10	106	9	2504 - 25033	22529						frameshift-fusion-orf	ORF1a-S	"(746.3333333333334, 753)"	
2504	11756	10	106	9	2504 - 11756	9252						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 570.3333333333334)"	
2450	13164	10	106	9	2450 - 13164	10714						frameshift-fusion-orf	ORF1a-ORF1a	"(728.3333333333334, 736)"	
2185	13245	10	106	9	2185 - 13245	11060						frameshift-fusion-orf	ORF1a-ORF1a	"(640.0, 652)"	
2179	24633	10	106	9	2179 - 24633	22454						frameshift-fusion-orf	ORF1a-S	"(638.0, 641)"	
2179	10554	10	106	9	2179 - 10554	8375						frameshift-fusion-orf	ORF1a-ORF1a	"(638.0, 650)"	
952	27513	10	106	9	952 - 27513	26561						in-frame-fusion-orf	ORF1a-ORF7a	"(229.0, 82.0)"	
4864	18123	10	106	9	4864 - 18123	13259						in-frame-fusion-orf	ORF1a-ORF1b	"(1533.0, 1143.0)"	
686	17427	10	106	9	686 - 17427	16741						frameshift-fusion-orf	ORF1a-ORF1b	"(140.33333333333334, 156)"	
2504	13777	10	106	9	2504 - 13777	11273						in-frame-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 2591.6666666666665)"	
2504	17000	10	106	9	2504 - 17000	14496						frameshift-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 786)"	
16833	29167	10	106	9	16833 - 29167	12334						in-frame-fusion-orf	ORF1b-N	"(1122.0, 122.0)"	
16833	29144	10	106	9	16833 - 29144	12311						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1122)"	
16833	28132	10	106	9	16833 - 28132	11299						frameshift-fusion-orf	ORF1b-ORF8	"(1122.0, 1130)"	
16833	25936	10	106	9	16833 - 25936	9103						frameshift-fusion-orf	ORF1b-ORF3a	"(1122.0, 1137)"	
16833	23589	10	106	9	16833 - 23589	6756						frameshift-fusion-orf	ORF1b-S	"(1122.0, 1124)"	
16833	23117	10	106	9	16833 - 23117	6284						frameshift-fusion-orf	ORF1b-S	"(1122.0, 1149)"	
2504	22281	10	106	9	2504 - 22281	19777						frameshift-fusion-orf	ORF1a-S	"(746.3333333333334, 755)"	
2504	12815	10	106	9	2504 - 12815	10311						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 217.33333333333334)"	
2504	11868	10	106	9	2504 - 11868	9364						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 748)"	
2448	12051	10	106	9	2448 - 12051	9603						in-frame-fusion-orf	ORF1a-ORF1a	"(727.6666666666666, 472.0)"	
2448	12140	10	106	9	2448 - 12140	9692						frameshift-fusion-orf	ORF1a-ORF1a	"(727.6666666666666, 733)"	
3902	12046	10	106	9	3902 - 12046	8144						frameshift-fusion-orf	ORF1a-ORF1a	"(1212.3333333333333, 1216)"	
3902	10502	10	106	9	3902 - 10502	6600						in-frame-fusion-orf	ORF1a-ORF1a	"(1212.3333333333333, 988.3333333333334)"	
3860	10243	10	106	9	3860 - 10243	6383						frameshift-fusion-orf	ORF1a-ORF1a	"(1198.3333333333333, 1199)"	
3479	29627	10	106	9	3479 - 29627	26148						C-term-trunc-and-extension-by-UTR	ORF1a	"(1071.3333333333333, 1086)"	
3479	26369	10	106	9	3479 - 26369	22890						frameshift-fusion-orf	ORF1a-E	"(1071.3333333333333, 1078)"	
3479	26295	10	106	9	3479 - 26295	22816						frameshift-fusion-orf	ORF1a-E	"(1071.3333333333333, 1101)"	
3419	29468	10	106	9	3419 - 29468	26049						in-frame-fusion-orf	ORF1a-N	"(1051.3333333333333, 21.666666666666668)"	
3419	29156	10	106	9	3419 - 29156	25737						in-frame-fusion-orf	ORF1a-N	"(1051.3333333333333, 125.66666666666667)"	
3419	28460	10	106	9	3419 - 28460	25041						in-frame-fusion-orf	ORF1a-N	"(1051.3333333333333, 357.6666666666667)"	
3419	27077	10	106	9	3419 - 27077	23658						frameshift-fusion-orf	ORF1a-M	"(1051.3333333333333, 1055)"	
3419	21401	10	106	9	3419 - 21401	17982						frameshift-fusion-orf	ORF1a-ORF1b	"(1051.3333333333333, 1057)"	
3419	17149	10	106	9	3419 - 17149	13730						in-frame-fusion-orf	ORF1a-ORF1b	"(1051.3333333333333, 1467.6666666666667)"	
3419	13759	10	106	9	3419 - 13759	10340						in-frame-fusion-orf	ORF1a-ORF1b	"(1051.3333333333333, 2597.6666666666665)"	
3419	13370	10	106	9	3419 - 13370	9951						in-frame-fusion-orf	ORF1a-ORF1a	"(1051.3333333333333, 32.333333333333336)"	
3419	12600	10	106	9	3419 - 12600	9181						frameshift-fusion-orf	ORF1a-ORF1a	"(1051.3333333333333, 1061)"	
3419	12152	10	106	9	3419 - 12152	8733						in-frame-fusion-orf	ORF1a-ORF1a	"(1051.3333333333333, 438.3333333333333)"	
3417	22345	10	106	9	3417 - 22345	18928						frameshift-fusion-orf	ORF1a-S	"(1050.6666666666667, 1066)"	
3417	15717	10	106	9	3417 - 15717	12300						frameshift-fusion-orf	ORF1a-ORF1b	"(1050.6666666666667, 1066)"	
3417	11704	10	106	9	3417 - 11704	8287						frameshift-fusion-orf	ORF1a-ORF1a	"(1050.6666666666667, 1051)"	
3416	26291	10	106	9	3416 - 26291	22875						frameshift-fusion-orf	ORF1a-E	"(1050.3333333333333, 1062)"	
3206	11288	10	106	9	3206 - 11288	8082						in-frame-fusion-orf	ORF1a-ORF1a	"(980.3333333333334, 726.3333333333334)"	
3202	28370	10	106	9	3202 - 28370	25168						frameshift-fusion-orf	ORF1a-N	"(979.0, 1047)"	
3202	27664	10	106	9	3202 - 27664	24462						frameshift-fusion-orf	ORF1a-ORF7a	"(979.0, 995)"	
3902	12364	10	106	9	3902 - 12364	8462						frameshift-fusion-orf	ORF1a-ORF1a	"(1212.3333333333333, 1216)"	
3902	12523	10	106	9	3902 - 12523	8621						frameshift-fusion-orf	ORF1a-ORF1a	"(1212.3333333333333, 1231)"	
3902	12524	10	106	9	3902 - 12524	8622						in-frame-fusion-orf	ORF1a-ORF1a	"(1212.3333333333333, 314.3333333333333)"	
4299	10993	10	106	9	4299 - 10993	6694						frameshift-fusion-orf	ORF1a-ORF1a	"(1344.6666666666667, 1356)"	
4963	17382	10	106	9	4963 - 17382	12419						in-frame-fusion-orf	ORF1a-ORF1b	"(1566.0, 1390.0)"	
4963	15600	10	106	9	4963 - 15600	10637						in-frame-fusion-orf	ORF1a-ORF1b	"(1566.0, 1984.0)"	
4963	12147	10	106	9	4963 - 12147	7184						frameshift-fusion-orf	ORF1a-ORF1a	"(1566.0, 1569)"	
4868	18612	10	106	9	4868 - 18612	13744						frameshift-fusion-orf	ORF1a-ORF1b	"(1534.3333333333333, 1546)"	
4865	27587	10	106	9	4865 - 27587	22722						frameshift-fusion-orf	ORF1a-ORF7a	"(1533.3333333333333, 1539)"	
4865	17107	10	106	9	4865 - 17107	12242						in-frame-fusion-orf	ORF1a-ORF1b	"(1533.3333333333333, 1481.6666666666667)"	
4864	13708	10	106	9	4864 - 13708	8844						frameshift-fusion-orf	ORF1a-ORF1b	"(1533.0, 1549)"	
4864	11820	10	106	9	4864 - 11820	6956						frameshift-fusion-orf	ORF1a-ORF1a	"(1533.0, 1541)"	
4507	26091	10	106	9	4507 - 26091	21584						in-frame-fusion-orf	ORF1a-ORF3a	"(1414.0, 43.0)"	
4365	23518	10	106	9	4365 - 23518	19153						frameshift-fusion-orf	ORF1a-S	"(1366.6666666666667, 1401)"	
4301	24731	10	106	9	4301 - 24731	20430						in-frame-fusion-orf	ORF1a-S	"(1345.3333333333333, 217.66666666666666)"	
4296	18255	10	106	9	4296 - 18255	13959						frameshift-fusion-orf	ORF1a-ORF1b	"(1343.6666666666667, 1351)"	
3902	13775	10	106	9	3902 - 13775	9873						frameshift-fusion-orf	ORF1a-ORF1b	"(1212.3333333333333, 1231)"	
4296	17176	10	106	9	4296 - 17176	12880						frameshift-fusion-orf	ORF1a-ORF1b	"(1343.6666666666667, 1344)"	
4295	17829	10	106	9	4295 - 17829	13534						frameshift-fusion-orf	ORF1a-ORF1b	"(1343.3333333333333, 1345)"	
4294	17571	10	106	9	4294 - 17571	13277						in-frame-fusion-orf	ORF1a-ORF1b	"(1343.0, 1327.0)"	
4294	15206	10	106	9	4294 - 15206	10912						frameshift-fusion-orf	ORF1a-ORF1b	"(1343.0, 1360)"	
4008	16412	10	106	9	4008 - 16412	12404						in-frame-fusion-orf	ORF1a-ORF1b	"(1247.6666666666667, 1713.3333333333333)"	
4007	24722	10	106	9	4007 - 24722	20715						in-frame-fusion-orf	ORF1a-S	"(1247.3333333333333, 220.66666666666666)"	
4006	18756	10	106	9	4006 - 18756	14750						in-frame-fusion-orf	ORF1a-ORF1b	"(1247.0, 932.0)"	
3953	23175	10	106	9	3953 - 23175	19222						frameshift-fusion-orf	ORF1a-S	"(1229.3333333333333, 1237)"	
3952	24733	10	106	9	3952 - 24733	20781						in-frame-fusion-orf	ORF1a-S	"(1229.0, 217.0)"	
3950	12998	10	106	9	3950 - 12998	9048						in-frame-fusion-orf	ORF1a-ORF1a	"(1228.3333333333333, 156.33333333333334)"	
3944	9596	10	106	9	3944 - 9596	5652						in-frame-fusion-orf	ORF1a-ORF1a	"(1226.3333333333333, 1290.3333333333333)"	
3902	17967	10	106	9	3902 - 17967	14065						frameshift-fusion-orf	ORF1a-ORF1b	"(1212.3333333333333, 1213)"	
3902	15651	10	106	9	3902 - 15651	11749						frameshift-fusion-orf	ORF1a-ORF1b	"(1212.3333333333333, 1218)"	
3202	11306	10	106	9	3202 - 11306	8104						frameshift-fusion-orf	ORF1a-ORF1a	"(979.0, 987)"	
3201	27433	10	106	9	3201 - 27433	24232						frameshift-fusion-orf	ORF1a-ORF7a	"(978.6666666666666, 980)"	
3200	29037	10	106	9	3200 - 29037	25837						frameshift-fusion-orf	ORF1a-N	"(978.3333333333334, 993)"	
2504	23854	10	106	9	2504 - 23854	21350						frameshift-fusion-orf	ORF1a-S	"(746.3333333333334, 754)"	
2536	28320	10	106	9	2536 - 28320	25784						frameshift-fusion-orf	ORF1a-N	"(757.0, 767)"	
2509	14938	10	106	9	2509 - 14938	12429						frameshift-fusion-orf	ORF1a-ORF1b	"(748.0, 767)"	
2507	28724	10	106	9	2507 - 28724	26217						in-frame-fusion-orf	ORF1a-N	"(747.3333333333334, 269.6666666666667)"	
2507	27625	10	106	9	2507 - 27625	25118						in-frame-fusion-orf	ORF1a-ORF7a	"(747.3333333333334, 44.666666666666664)"	
2507	24794	10	106	9	2507 - 24794	22287						in-frame-fusion-orf	ORF1a-S	"(747.3333333333334, 196.66666666666666)"	
2507	20522	10	106	9	2507 - 20522	18015						frameshift-fusion-orf	ORF1a-ORF1b	"(747.3333333333334, 751)"	
2506	17289	10	106	9	2506 - 17289	14783						in-frame-fusion-orf	ORF1a-ORF1b	"(747.0, 1421.0)"	
2506	7869	10	106	9	2506 - 7869	5363						frameshift-fusion-orf	ORF1a-ORF1a	"(747.0, 750)"	
2505	17177	10	106	9	2505 - 17177	14672						in-frame-fusion-orf	ORF1a-ORF1b	"(746.6666666666666, 1458.3333333333333)"	
2504	28498	10	106	9	2504 - 28498	25994						frameshift-fusion-orf	ORF1a-N	"(746.3333333333334, 748)"	
2504	28481	10	106	9	2504 - 28481	25977						in-frame-fusion-orf	ORF1a-N	"(746.3333333333334, 350.6666666666667)"	
2504	28409	10	106	9	2504 - 28409	25905						in-frame-fusion-orf	ORF1a-N	"(746.3333333333334, 374.6666666666667)"	
2504	25433	10	106	9	2504 - 25433	22929						frameshift-fusion-orf	ORF1a-ORF3a	"(746.3333333333334, 747)"	
2504	19951	10	106	9	2504 - 19951	17447						in-frame-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 533.6666666666666)"	
2537	23387	10	106	9	2537 - 23387	20850						in-frame-fusion-orf	ORF1a-S	"(757.3333333333334, 665.6666666666666)"	
2504	12069	10	106	9	2504 - 12069	9565						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 755)"	
2504	10093	10	106	9	2504 - 10093	7589						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 760)"	
2450	28265	10	106	9	2450 - 28265	25815						mid-utr-inserted-fusion	ORF1a-N	"(728.3333333333334, 2.6666666666666665)"	
3200	28237	10	106	9	3200 - 28237	25037						frameshift-fusion-orf	ORF1a-ORF8	"(978.3333333333334, 981)"	
3086	27869	10	106	9	3086 - 27869	24783						frameshift-fusion-orf	ORF1a-ORF7b	"(940.3333333333334, 940)"	
3200	12497	10	106	9	3200 - 12497	9297						in-frame-fusion-orf	ORF1a-ORF1a	"(978.3333333333334, 323.3333333333333)"	
3200	10979	10	106	9	3200 - 10979	7779						in-frame-fusion-orf	ORF1a-ORF1a	"(978.3333333333334, 829.3333333333334)"	
